site_id,iom_site_id,iom_site_name,iom_site_type,iom_site_ward,region,adm1_name,adm2_name,households_in_cluster,dtm_gps_lat,dtm_gps_lon,flagged_camp,backup_gps_lat,backup_gps_lon,extent_delineation_failed,extent_source_note,backup_point_method
idp_NG036003_17,YB_S006,Huri Village Camp,Camp,Maisandari/Waziri Ibrahim Estate,NE,Yobe,Damaturu,180,11.726520009634106,12.03585996520825,FALSE,11.725882311032908,12.035251719899756,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002002_7,AD_S019,Fufore Camp,Collective Settlement/Centre,Fufore,NE,Adamawa,Fufore,172,9.207710004480631,12.677509964460526,FALSE,9.209226868110392,12.677030037866084,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002005_3,AD_S040,Angwan Kara,Collective Settlement/Centre,Damare,NE,Adamawa,Girei,166,9.319740004675714,12.441359964667404,FALSE,9.319441044604943,12.440988766889411,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG037010_3,ZF_S012,Dan Tasha Pri. Sch. Camp,IDPs In Camps,Dan Gulbi,NW,Zamfara,Maru,160,11.652290007453676,6.248149970442329,FALSE,11.654242700938909,6.247258735777554,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002021_1,AD_S029,Sabon Pegi Ngurore Camp,Camp,Ngurore,NE,Adamawa,Yola South,141,9.288390004565796,12.251149964832216,FALSE,9.288444116709147,12.250378966117164,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG036007_2,YB_S035,Meleri,Collective Settlement/Centre,Gujba,NE,Yobe,Gujba,116,11.51269000918817,12.002249965210028,FALSE,11.510684226317686,12.000975999232423,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG021001_9,New Camp,Nadabo Primary School Camp,IDPs in Camps,Bakori A,NW,Katsina,Bakori,100,11.554960007678387,7.421964969341086,FALSE,11.555114462932965,7.421088555164598,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002005_14,AD_S034,Nana Villa,Collective Settlement/Centre,Girei I,NE,Adamawa,Girei,75,9.352040004762294,12.513119964605824,FALSE,9.353162463606342,12.513259344316868,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023008_1,KO_S010,Ogalaja,IDPs In Camps,Alloma,NC,Kogi,Igalamela-Odolu,75,7.203656599623698,7.227487069415291,FALSE,7.201256859501565,7.227597385233542,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG021029_10,KT_S033,Musawa Modern Market,IDPs In Camps,Musawa,NW,Katsina,Musawa,68,12.12757200876433,7.683129969180123,FALSE,12.128468629635996,7.685438872054353,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023014_4,KO_S009,Igoti,IDPs In Camps,Iboko/Efakwu,NC,Kogi,Ofu,66,7.275443299756064,7.162741569469723,FALSE,7.276703317326982,7.162318566308595,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002012_7,AD_S046,Mayo Farang Camp,Camp,Mayo Farang,NE,Adamawa,Mayo-Belwa,58,8.957060003805472,12.06084996499414,FALSE,8.956243296902782,12.06060915744575,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034011_8,SO_S020,Phcs/Birnin Kware,IDPs In Camps,S/Birni/ G. Karma,NW,Sokoto,Kware,56,13.246670009617096,5.275219971618819,FALSE,13.246797482929832,5.272896960342102,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008016_6,New Camp,Sabon Gari Camp,Collective Settlement/Centre,Auno / Chabbol,NE,Borno,Konduga,55,11.897933010382948,13.077276964328863,FALSE,11.899494657572504,13.078665505587312,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG026002_3,NW_S025,Bajimba Camp Tunga,IDPs In Camps,Tunga,NC,Nasarawa,Awe,49,8.001350001370223,9.317929967453798,FALSE,8.00144047404176,9.3155542501421,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG026006_2,New Camp,Renewed Hope Resettlment city camp,IDPs in Camps,Sabon Gari,NC,Nasarawa,Keffi,46,8.822207402773621,7.836825668788896,FALSE,8.822463021311641,7.83432758044311,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG036013_1,YB_S020,Government College,Collective Settlement/Centre,Garbi/Bambori,NE,Yobe,Nguru,42,12.866170011179662,10.42318996681757,FALSE,12.86379136869252,10.422951461063963,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023011_4,KO_S005,Ogbogbo 1,IDPs In Camps,Irenodu,NC,Kogi,Kogi,35,7.8985750009025795,6.855703969716968,FALSE,7.900092917767729,6.856593006526456,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023014_1,KO_S013,Adomu,IDPs In Camps,Ofoke,NC,Kogi,Ofu,33,7.420049900006311,6.823933969773405,FALSE,7.418917248278444,6.824655647507244,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023011_1,KO_S004,Guest House,IDPs In Camps,Koton Karfe South East,NC,Kogi,Kogi,31,8.05646700119299,6.822117969741579,FALSE,8.055472022508766,6.822901409638134,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG021005_11,KT_S030,Kusa Pdp Headquarters,IDPs In Camps,Wakilin Kudu Ii,NW,Katsina,Bindawa,30,12.630940009734068,7.959659969008653,FALSE,12.631241838224268,7.9614448411349805,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023008_10,KO_S008,Ofada New Camp,IDPs In Camps,Alloma,NC,Kogi,Igalamela-Odolu,22,7.161160799543858,7.24374746940359,FALSE,7.162812206844119,7.243104010849453,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG023012_1,KO_S003,Felele,IDPs In Camps,Oworo,NC,Kogi,Lokoja,21,7.852231000801511,6.704084969859834,FALSE,7.852276580452867,6.705512387309313,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG020038_1,KN_S002,Farin Gida 137,IDPs In Camps,Unguwa Uku,NW,Kano,Tarauni,18,11.951358008780067,8.567299968343066,FALSE,11.953774882103204,8.56769393892174,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG020042_1,KN_S007,Baban Gida,IDPs In Camps,Bachirawa,NW,Kano,Ungogo,9,12.060750008934196,8.456309968460586,FALSE,12.058891405279365,8.455590788730246,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034013_1,SO_S032,Tsamaye Primary School,Camp,NA,NW,Sokoto,Sabon Birni,267,13.514980010327392,5.9869599710097425,FALSE,13.513353585988746,5.986755201430298,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, newly selected by the 2026-08-06 targeted 24-LGA resample (Niger buffer 20km->5km in NW), not part of the original national draw. Generated using the identical method as Part 3's standard-camp extension.",fixed_radius_fallback_standard_camp
idp_NG034013_2,SO_S037,Unguwar Lalle Primary School,Camp,NA,NW,Sokoto,Sabon Birni,781,13.585490010488753,6.109719970910671,FALSE,13.586045156861367,6.110024924719713,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, newly selected by the 2026-08-06 targeted 24-LGA resample (Niger buffer 20km->5km in NW), not part of the original national draw. Generated using the identical method as Part 3's standard-camp extension.",fixed_radius_fallback_standard_camp
